url,category
https://store.steampowered.com/app/548430/Deep_Rock_Galactic/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/532790/Vampire_The_Masquerade__Bloodlines_2/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/322330/Dont_Starve_Together/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/550/Left_4_Dead_2/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/2495100/Hello_Kitty_Island_Adventure/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/2141730/Backrooms_Escape_Together/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/730/CounterStrike_2/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/570/Dota_2/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/3527290/PEAK/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/578080/PUBG_BATTLEGROUNDS/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/252490/Rust/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/1669000/Age_of_Wonders_4/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/2139460/Once_Human/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/2827200/MIMESIS/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/1527950/Wartales/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/739630/Phasmophobia/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/2183900/Warhammer_40000_Space_Marine_2/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/1245620/ELDEN_RING/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/1326470/Sons_Of_The_Forest/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/1159690/Voidtrain/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/2074920/The_First_Descendant/?snr=1_7_7_240_150_1,open_world
